index,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
33676,69,0.024092954001389444,290.0,18917.0,100,1000,59
33677,70,0.02438921200155164,290.0,18918.0,100,1000,59
33678,71,0.024696042000869056,290.0,18919.0,100,1000,59
33679,72,0.025001476999022998,290.0,18920.0,100,1000,59
33680,73,0.02554738999970141,290.0,18921.0,100,1000,59
33681,74,0.02585267199901864,290.0,18922.0,100,1000,59
33682,75,0.02615157100080978,290.0,18923.0,100,1000,59
33683,76,0.026461356999789132,290.0,18924.0,100,1000,59
33684,77,0.026773131001391448,290.0,18925.0,100,1000,59
33685,78,0.02708169700053986,290.0,18926.0,100,1000,59
33686,79,0.02738274600051227,290.0,18927.0,100,1000,59
33687,80,0.0276837239980523,290.0,18928.0,100,1000,59
33688,81,0.027994457999739097,290.0,18929.0,100,1000,59
33689,82,0.0282958290008537,290.0,18930.0,100,1000,59
33690,83,0.028612154001166346,290.0,18931.0,100,1000,59
33691,84,0.028924944999744184,290.0,18932.0,100,1000,59
33692,85,0.029237227001431165,290.0,18933.0,100,1000,59
33693,86,0.029803574001562083,290.0,18934.0,100,1000,59
33694,87,0.030107768998277606,290.0,18935.0,100,1000,59
33695,88,0.030415176999667892,291.0,18937.0,100,1000,59
33696,89,0.03073004799807677,291.0,18938.0,100,1000,59
33697,90,0.03103687100156094,291.0,18939.0,100,1000,59
33698,91,0.03134401400166098,291.0,18940.0,100,1000,59
33699,92,0.03165197599810199,291.0,18941.0,100,1000,59
33700,93,0.031970266998541774,291.0,18942.0,100,1000,59
33701,94,0.03229474799809395,291.0,18943.0,100,1000,59
33702,95,0.03261245300018345,291.0,18944.0,100,1000,59
33703,96,0.03293568300068728,291.0,18945.0,100,1000,59
33704,97,0.03325643299831427,291.0,18946.0,100,1000,59
33705,98,0.033574640001461376,291.0,18947.0,100,1000,59
33706,99,0.03389300599883427,291.0,18948.0,100,1000,59
33707,100,0.034204666000732686,291.0,18949.0,100,1000,59
33708,101,0.03452553600072861,292.0,18951.0,100,1000,59
33709,102,0.03483706299812184,293.0,18953.0,100,1000,59
33710,103,0.03515664099904825,293.0,18954.0,100,1000,59
33711,104,0.03546901699883165,293.0,18955.0,100,1000,59
33712,105,0.03579175900085829,293.0,18956.0,100,1000,59
33713,106,0.036114785998506704,293.0,18957.0,100,1000,59
33714,107,0.03643127900068066,293.0,18958.0,100,1000,59
33715,108,0.03675493400078267,293.0,18959.0,100,1000,59
33716,109,0.03707047599891666,293.0,18960.0,100,1000,59
33717,110,0.037385892999736825,293.0,18961.0,100,1000,59
33718,111,0.03770233699833625,293.0,18962.0,100,1000,59
33719,112,0.03801825000118697,293.0,18963.0,100,1000,59
33720,113,0.03833432800092851,293.0,18964.0,100,1000,59
33721,114,0.0386551919982594,293.0,18965.0,100,1000,59
33722,115,0.03898041600041324,293.0,18966.0,100,1000,59
33723,116,0.039307564999035094,293.0,18967.0,100,1000,59
33724,117,0.039626110999961384,293.0,18968.0,100,1000,59
33725,118,0.03995308199955616,293.0,18969.0,100,1000,59
33726,119,0.040280976998474216,293.0,18970.0,100,1000,59
33727,120,0.04084953599885921,293.0,18971.0,100,1000,59
33728,121,0.04118172800008324,293.0,18972.0,100,1000,59
33729,122,0.04151161499976297,294.0,18974.0,100,1000,59
33730,123,0.0418339690004359,294.0,18975.0,100,1000,59
33731,124,0.042163620000792434,294.0,18976.0,100,1000,59
33732,125,0.04275054000027012,294.0,18977.0,100,1000,59
33733,126,0.04308611899978132,294.0,18978.0,100,1000,59
33734,127,0.04341310599920689,294.0,18979.0,100,1000,59
33735,128,0.04374755800017738,294.0,18980.0,100,1000,59
33736,129,0.04408195399810211,294.0,18981.0,100,1000,59
33737,130,0.044410914000764024,294.0,18982.0,100,1000,59
33738,131,0.04474795699934475,294.0,18983.0,100,1000,59
33739,132,0.04507586899853777,294.0,18984.0,100,1000,59
33740,133,0.04540400900077657,294.0,18985.0,100,1000,59
33741,134,0.04585420500006876,294.0,18986.0,100,1000,59
33742,135,0.046182453999790596,294.0,18987.0,100,1000,59
33743,136,0.04651591699803248,294.0,18988.0,100,1000,59
33744,137,0.046847094999975525,294.0,18989.0,100,1000,59
33745,138,0.04719120200024918,294.0,18990.0,100,1000,59
33746,139,0.04753107299984549,294.0,18991.0,100,1000,59
33747,140,0.04786976199829951,294.0,18992.0,100,1000,59
33748,141,0.04821034599808627,294.0,18993.0,100,1000,59
33749,142,0.048546373000135645,294.0,18994.0,100,1000,59
33750,143,0.04888892999952077,294.0,18995.0,100,1000,59
33751,144,0.049235557999054436,294.0,18996.0,100,1000,59
33752,145,0.049573871998291,294.0,18997.0,100,1000,59
33753,146,0.04992275699987658,294.0,18998.0,100,1000,59
33754,147,0.050257030001375824,294.0,18999.0,100,1000,59
33755,148,0.05060175399921718,294.0,19000.0,100,1000,59
33756,149,0.050946535000548465,294.0,19001.0,100,1000,59
33757,150,0.05129234999913024,294.0,19002.0,100,1000,59
33758,151,0.05164730699834763,294.0,19003.0,100,1000,59
33759,152,0.052002508000441594,294.0,19004.0,100,1000,59
33760,153,0.052358319000632036,294.0,19005.0,100,1000,59
33761,154,0.05271120600082213,294.0,19006.0,100,1000,59
33762,155,0.05306161399857956,294.0,19007.0,100,1000,59
33763,156,0.053408636998938164,294.0,19008.0,100,1000,59
33764,157,0.05375820499830297,294.0,19009.0,100,1000,59
33765,158,0.05409822200090275,294.0,19010.0,100,1000,59
33766,159,0.05445222300113528,294.0,19011.0,100,1000,59
33767,160,0.05480315599925234,294.0,19012.0,100,1000,59
33768,161,0.0551549209994846,294.0,19013.0,100,1000,59
33769,162,0.05551218500113464,294.0,19014.0,100,1000,59
33770,163,0.05585570900075254,294.0,19015.0,100,1000,59
33771,164,0.05620099199950346,294.0,19016.0,100,1000,59
33772,165,0.05655298000056064,294.0,19017.0,100,1000,59
33773,166,0.05689569199967082,294.0,19018.0,100,1000,59
33774,167,0.05724302999806241,294.0,19019.0,100,1000,59
33775,168,0.05758672099909745,294.0,19020.0,100,1000,59
33776,169,0.05793237299803877,294.0,19021.0,100,1000,59
33777,170,0.058279133001633454,294.0,19022.0,100,1000,59
33778,171,0.05862822700146353,294.0,19023.0,100,1000,59
33779,172,0.058984675000829156,294.0,19024.0,100,1000,59
33780,173,0.059331184998882236,294.0,19025.0,100,1000,59
33781,174,0.05968237900015083,294.0,19026.0,100,1000,59
33782,175,0.060035504000552464,294.0,19027.0,100,1000,59
33783,176,0.06039674999919953,294.0,19028.0,100,1000,59
33784,177,0.06075285200131475,294.0,19029.0,100,1000,59
33785,178,0.06110982099926332,294.0,19030.0,100,1000,59
33786,179,0.06146892399920034,294.0,19031.0,100,1000,59
33787,180,0.06183007299841847,294.0,19032.0,100,1000,59
33788,181,0.06219420900015393,294.0,19033.0,100,1000,59
33789,182,0.06255049199899076,294.0,19034.0,100,1000,59
33790,183,0.06291348499871674,294.0,19035.0,100,1000,59
33791,184,0.0632662040006835,294.0,19036.0,100,1000,59
33792,185,0.06363118299850612,294.0,19037.0,100,1000,59
33793,186,0.06399821200102451,294.0,19038.0,100,1000,59
33794,187,0.06435141199835925,294.0,19039.0,100,1000,59
33795,188,0.06470772499960731,294.0,19040.0,100,1000,59
33796,189,0.06506177700066473,294.0,19041.0,100,1000,59
33797,190,0.06542636900121579,294.0,19042.0,100,1000,59
33798,191,0.0657895020012802,294.0,19043.0,100,1000,59
33799,192,0.06614586900104769,294.0,19044.0,100,1000,59
33800,193,0.06651416599925142,294.0,19045.0,100,1000,59
33801,194,0.06688389899863978,294.0,19046.0,100,1000,59
33802,195,0.06724260999908438,294.0,19047.0,100,1000,59
33803,196,0.06760122899868293,296.0,19049.0,100,1000,59
33804,197,0.06796100000065053,296.0,19050.0,100,1000,59
33805,198,0.06832092100012233,296.0,19051.0,100,1000,59
33806,199,0.06868935600141413,296.0,19052.0,100,1000,59
33807,200,0.06905052100046305,296.0,19053.0,100,1000,59
33808,201,0.06941720300164889,296.0,19054.0,100,1000,59
33809,202,0.0697843029993237,296.0,19055.0,100,1000,59
33810,203,0.07015581800078508,296.0,19056.0,100,1000,59
33811,204,0.07053343699953984,296.0,19057.0,100,1000,59
33812,205,0.07089746600104263,296.0,19058.0,100,1000,59
33813,206,0.07127062400104478,296.0,19059.0,100,1000,59
33814,207,0.07163517300068634,296.0,19060.0,100,1000,59
33815,208,0.07200650500089978,296.0,19061.0,100,1000,59
33816,209,0.07237116599935689,296.0,19062.0,100,1000,59
33817,210,0.07274534300086088,296.0,19063.0,100,1000,59
33818,211,0.07312156099942513,296.0,19064.0,100,1000,59
33819,212,0.07348821499908809,296.0,19065.0,100,1000,59
33820,213,0.07386327199856169,296.0,19066.0,100,1000,59
33821,214,0.07423106799978996,296.0,19067.0,100,1000,59
33822,215,0.07461146399873542,296.0,19068.0,100,1000,59
33823,216,0.07499642499897163,296.0,19069.0,100,1000,59
33824,217,0.07537081700138515,296.0,19070.0,100,1000,59
33825,218,0.07575157199971727,296.0,19071.0,100,1000,59
33826,219,0.0761210669988941,296.0,19072.0,100,1000,59
33827,220,0.07649012299953029,296.0,19073.0,100,1000,59
33828,221,0.07687813200027449,296.0,19074.0,100,1000,59
33829,222,0.07726231899869163,296.0,19075.0,100,1000,59
33830,223,0.07764089600095758,296.0,19076.0,100,1000,59
33831,224,0.07802898199952324,296.0,19077.0,100,1000,59
33832,225,0.07841773399923113,296.0,19078.0,100,1000,59
33833,226,0.08016911999948206,296.0,19079.0,100,1000,59
33834,227,0.08198977199936053,296.0,19080.0,100,1000,59
33835,228,0.08237437099887757,296.0,19081.0,100,1000,59
33836,229,0.08280475799983833,296.0,19082.0,100,1000,59
33837,230,0.08317496499876142,296.0,19083.0,100,1000,59
33838,231,0.08354733599844621,296.0,19084.0,100,1000,59
33839,232,0.08416888200008543,296.0,19085.0,100,1000,59
33840,233,0.08454019200144103,296.0,19086.0,100,1000,59
33841,234,0.08491593299913802,296.0,19087.0,100,1000,59
33842,235,0.08529358899977524,296.0,19088.0,100,1000,59
33843,236,0.08566511699973489,296.0,19089.0,100,1000,59
33844,237,0.0860430050015566,296.0,19090.0,100,1000,59
33845,238,0.08642755400069291,296.0,19091.0,100,1000,59
33846,239,0.08705874400038738,296.0,19092.0,100,1000,59
33847,240,0.08744310299880453,296.0,19093.0,100,1000,59
33848,241,0.08808556700023473,296.0,19094.0,100,1000,59
33849,242,0.08846727700074553,296.0,19095.0,100,1000,59
33850,243,0.08885599299901514,296.0,19096.0,100,1000,59
33851,244,0.08949926800050889,296.0,19097.0,100,1000,59
33852,245,0.08988539100027992,296.0,19098.0,100,1000,59
33853,246,0.09027213700028369,296.0,19099.0,100,1000,59
33854,247,0.09066535999954795,296.0,19100.0,100,1000,59
33855,248,0.09105351399921346,296.0,19101.0,100,1000,59
33856,249,0.09144165799807524,296.0,19102.0,100,1000,59
33857,250,0.09182303099805722,296.0,19103.0,100,1000,59
33858,251,0.0922118300004513,296.0,19104.0,100,1000,59
33859,252,0.09261120000155643,296.0,19105.0,100,1000,59
33860,253,0.09300092600096832,296.0,19106.0,100,1000,59
33861,254,0.09363858500000788,296.0,19107.0,100,1000,59
33862,255,0.09402837699963129,296.0,19108.0,100,1000,59
33863,256,0.09442652700090548,296.0,19109.0,100,1000,59
33864,257,0.09482391900019138,296.0,19110.0,100,1000,59
33865,258,0.09522093600025983,296.0,19111.0,100,1000,59
33866,259,0.0956117620007717,296.0,19112.0,100,1000,59
33867,260,0.09601197699885233,296.0,19113.0,100,1000,59
33868,261,0.09665058899918222,296.0,19114.0,100,1000,59
33869,262,0.09704237199912313,296.0,19115.0,100,1000,59
33870,263,0.09771284599992214,296.0,19116.0,100,1000,59
33871,264,0.09810667499914416,296.0,19117.0,100,1000,59
33872,265,0.09851033399900189,296.0,19118.0,100,1000,59
33873,266,0.09890734199871076,296.0,19119.0,100,1000,59
33874,267,0.09930322700165561,296.0,19120.0,100,1000,59
33875,268,0.09969816200100468,296.0,19121.0,100,1000,59
33876,269,0.10009944799821824,296.0,19122.0,100,1000,59
33877,270,0.10050848399987444,296.0,19123.0,100,1000,59
33878,271,0.1009007089996885,296.0,19124.0,100,1000,59
33879,272,0.10129801199946087,296.0,19125.0,100,1000,59
33880,273,0.10170140199988964,296.0,19126.0,100,1000,59
33881,274,0.10235500300041167,296.0,19127.0,100,1000,59
33882,275,0.10276773599980515,296.0,19128.0,100,1000,59
33883,276,0.10316570299983141,296.0,19129.0,100,1000,59
33884,277,0.1035675019993505,296.0,19130.0,100,1000,59
33885,278,0.10397723699861672,296.0,19131.0,100,1000,59
33886,279,0.10439050800050609,296.0,19132.0,100,1000,59
33887,280,0.10479455699896789,296.0,19133.0,100,1000,59
33888,281,0.10520264099977794,296.0,19134.0,100,1000,59
33889,282,0.10560920200077817,296.0,19135.0,100,1000,59
33890,283,0.10601703800057294,296.0,19136.0,100,1000,59
33891,284,0.10643533999973442,296.0,19137.0,100,1000,59
33892,285,0.10709878399939043,296.0,19138.0,100,1000,59
33893,286,0.10750468200058094,297.0,19140.0,100,1000,59
33894,287,0.10791612699904363,298.0,19142.0,100,1000,59
33895,288,0.10831816800055094,298.0,19143.0,100,1000,59
33896,289,0.10873103400081163,298.0,19144.0,100,1000,59
33897,290,0.10913578400140977,298.0,19145.0,100,1000,59
33898,291,0.1095513430009305,298.0,19146.0,100,1000,59
33899,292,0.10996043900013319,298.0,19147.0,100,1000,59
33900,293,0.11037888699866016,298.0,19148.0,100,1000,59
33901,294,0.11079321600118419,298.0,19149.0,100,1000,59
33902,295,0.11145417599982466,298.0,19150.0,100,1000,59
33903,296,0.1118656180005928,298.0,19151.0,100,1000,59
33904,297,0.11227393499939353,298.0,19152.0,100,1000,59
33905,298,0.11268597299931571,298.0,19153.0,100,1000,59
33906,299,0.11309947300105705,298.0,19154.0,100,1000,59
33907,300,0.11351378100152942,298.0,19155.0,100,1000,59
33908,301,0.11392848999821581,298.0,19156.0,100,1000,59
33909,302,0.11433749099887791,298.0,19157.0,100,1000,59
33910,303,0.1147559419987374,298.0,19158.0,100,1000,59
33911,304,0.11517549899872392,298.0,19159.0,100,1000,59
33912,305,0.1155903760009096,298.0,19160.0,100,1000,59
33913,306,0.11600831300165737,298.0,19161.0,100,1000,59
33914,307,0.11642755700086127,298.0,19162.0,100,1000,59
33915,308,0.11684992799928295,298.0,19163.0,100,1000,59
33916,309,0.11726806799924816,298.0,19164.0,100,1000,59
33917,310,0.11768177900012233,298.0,19165.0,100,1000,59
33918,311,0.11810300499928417,298.0,19166.0,100,1000,59
33919,312,0.11876910099817906,298.0,19167.0,100,1000,59
33920,313,0.1191968179991818,298.0,19168.0,100,1000,59
33921,314,0.11961813499874552,298.0,19169.0,100,1000,59
33922,315,0.12003924400050892,298.0,19170.0,100,1000,59
33923,316,0.12046205799924792,298.0,19171.0,100,1000,59
33924,317,0.12087842300024931,298.0,19172.0,100,1000,59
33925,318,0.121563763001177,298.0,19173.0,100,1000,59
33926,319,0.12198162599815987,298.0,19174.0,100,1000,59
33927,320,0.1224067080001987,298.0,19175.0,100,1000,59
33928,321,0.12283909499819856,298.0,19176.0,100,1000,59
33929,322,0.12326614899939159,298.0,19177.0,100,1000,59
33930,323,0.12369315799878677,298.0,19178.0,100,1000,59
33931,324,0.12411327500012703,298.0,19179.0,100,1000,59
33932,325,0.12454428500132053,298.0,19180.0,100,1000,59
33933,326,0.12497040399830439,298.0,19181.0,100,1000,59
33934,327,0.12540511499901186,298.0,19182.0,100,1000,59
33935,328,0.12583387199993012,298.0,19183.0,100,1000,59
33936,329,0.12627168700055336,298.0,19184.0,100,1000,59
33937,330,0.12670515900026658,298.0,19185.0,100,1000,59
33938,331,0.12713393699959852,298.0,19186.0,100,1000,59
33939,332,0.12755860800098162,298.0,19187.0,100,1000,59
33940,333,0.12798885400115978,298.0,19188.0,100,1000,59
33941,334,0.12842579299831414,298.0,19189.0,100,1000,59
33942,335,0.12885705000007874,298.0,19190.0,100,1000,59
33943,336,0.12929791900023702,298.0,19191.0,100,1000,59
33944,337,0.1297361600009026,298.0,19192.0,100,1000,59
33945,338,0.1301707400016312,298.0,19193.0,100,1000,59
33946,339,0.13060817299992777,298.0,19194.0,100,1000,59
33947,340,0.1310492289994727,298.0,19195.0,100,1000,59
33948,341,0.13148488699880545,298.0,19196.0,100,1000,59
33949,342,0.1319198460005282,298.0,19197.0,100,1000,59
33950,343,0.13236121799855027,298.0,19198.0,100,1000,59
33951,344,0.13280035099887755,298.0,19199.0,100,1000,59
33952,345,0.1332364490008331,298.0,19200.0,100,1000,59
33953,346,0.13366779599891743,298.0,19201.0,100,1000,59
33954,347,0.13410598599875811,298.0,19202.0,100,1000,59
33955,348,0.13454660999923362,298.0,19203.0,100,1000,59
33956,349,0.13499257999865222,298.0,19204.0,100,1000,59
33957,350,0.13544077899859985,298.0,19205.0,100,1000,59
33958,351,0.13587804200142273,298.0,19206.0,100,1000,59
33959,352,0.13631818700014264,298.0,19207.0,100,1000,59
33960,353,0.1367627600011474,298.0,19208.0,100,1000,59
33961,354,0.13745984599881922,298.0,19209.0,100,1000,59
33962,355,0.13790227600111393,298.0,19210.0,100,1000,59
33963,356,0.1383463189995382,298.0,19211.0,100,1000,59
33964,357,0.1387901950001833,298.0,19212.0,100,1000,59
33965,358,0.13924253000004683,298.0,19213.0,100,1000,59
33966,359,0.13968939400001545,298.0,19214.0,100,1000,59
33967,360,0.14013271699877805,298.0,19215.0,100,1000,59
33968,361,0.1405769800003327,298.0,19216.0,100,1000,59
33969,362,0.14102093999827048,298.0,19217.0,100,1000,59
33970,363,0.14146038299804786,298.0,19218.0,100,1000,59
33971,364,0.1419136129989056,298.0,19219.0,100,1000,59
33972,365,0.14236082099887426,298.0,19220.0,100,1000,59
33973,366,0.14281006600140245,298.0,19221.0,100,1000,59
33974,367,0.14352808599869604,298.0,19222.0,100,1000,59
33975,368,0.14397612500033574,298.0,19223.0,100,1000,59
33976,369,0.14442768300068565,298.0,19224.0,100,1000,59
33977,370,0.1448756300014793,298.0,19225.0,100,1000,59
33978,371,0.14532409999810625,298.0,19226.0,100,1000,59
33979,372,0.14577318699957686,298.0,19227.0,100,1000,59
33980,373,0.14622072299971478,298.0,19228.0,100,1000,59
33981,374,0.14667727800042485,298.0,19229.0,100,1000,59
33982,375,0.1471333709996543,298.0,19230.0,100,1000,59
33983,376,0.14758551499835448,298.0,19231.0,100,1000,59
33984,377,0.14805027300099027,298.0,19232.0,100,1000,59
33985,378,0.14850516400110791,298.0,19233.0,100,1000,59
33986,379,0.14896486300131073,298.0,19234.0,100,1000,59
33987,380,0.14941207299852977,298.0,19235.0,100,1000,59
33988,381,0.1498743749980349,298.0,19236.0,100,1000,59
33989,382,0.15033318899804726,298.0,19237.0,100,1000,59
33990,383,0.15079159000015352,298.0,19238.0,100,1000,59
33991,384,0.1512470919988118,298.0,19239.0,100,1000,59
33992,385,0.15169835499909823,298.0,19240.0,100,1000,59
33993,386,0.1521569360011199,298.0,19241.0,100,1000,59
33994,387,0.15261730600104784,298.0,19242.0,100,1000,59
