index,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
265,1000,296.0,26447,188.08279414199933,"[15, 12, 22, 16, 23, 13, 1, 4, 2, 19, 14, 3, 11, 9, 21, 24, 9, 3, 20, 17, 21, 5, 10, 8, 6]",100,1000,81
267,1000,295.0,26716,191.37535661999937,"[2, 23, 12, 16, 21, 0, 6, 15, 19, 24, 8, 10, 1, 4, 22, 5, 17, 22, 11, 7, 14, 3, 18, 20, 13]",100,1000,82
269,1000,293.0,26942,194.16431759999978,"[24, 12, 9, 23, 8, 20, 10, 3, 1, 18, 5, 19, 22, 7, 15, 21, 18, 16, 17, 19, 11, 2, 6, 0, 4]",100,1000,83
271,1000,296.0,27308,198.70832456599965,"[1, 5, 14, 6, 18, 12, 24, 3, 10, 17, 15, 22, 2, 11, 9, 0, 7, 23, 11, 8, 19, 20, 16, 13, 4]",100,1000,84
273,1000,296.0,27631,202.8130608749998,"[23, 2, 24, 13, 6, 17, 14, 11, 15, 22, 2, 8, 1, 19, 14, 3, 9, 4, 21, 5, 10, 12, 16, 18, 20]",100,1000,85
275,1000,295.0,27955,206.98950511400108,"[19, 9, 24, 6, 16, 11, 8, 1, 22, 20, 3, 7, 15, 4, 24, 14, 5, 18, 4, 17, 13, 2, 12, 23, 21]",100,1000,86
277,1000,296.0,28286,215.6909522040005,"[8, 13, 11, 18, 21, 1, 20, 17, 3, 11, 2, 24, 10, 16, 5, 19, 22, 0, 15, 4, 7, 21, 23, 7, 17]",100,1000,87
279,1000,294.0,28504,218.54235060200153,"[23, 11, 16, 3, 7, 9, 21, 19, 14, 22, 10, 24, 1, 20, 2, 12, 8, 0, 19, 13, 5, 8, 6, 22, 15]",100,1000,88
281,1000,295.0,28830,222.92644574899896,"[18, 13, 8, 16, 7, 3, 6, 14, 22, 24, 21, 15, 20, 9, 6, 0, 11, 4, 16, 5, 19, 23, 1, 2, 17]",100,1000,89
283,1000,292.0,29104,226.62512350100224,"[19, 11, 14, 11, 4, 22, 24, 18, 15, 13, 5, 10, 8, 4, 12, 0, 23, 7, 1, 16, 17, 22, 6, 9, 3]",100,1000,90
285,1000,297.0,29370,230.1983822250004,"[14, 16, 18, 23, 4, 11, 9, 3, 10, 2, 20, 8, 24, 11, 21, 19, 17, 22, 13, 9, 7, 20, 0, 15, 1]",100,1000,91
287,1000,294.0,29684,234.46072248900236,"[6, 3, 21, 10, 16, 1, 23, 18, 3, 12, 0, 7, 21, 17, 22, 13, 9, 14, 19, 24, 4, 11, 5, 15, 2]",100,1000,92
289,1000,292.0,29886,237.20324885800073,"[9, 0, 16, 2, 19, 3, 23, 12, 19, 15, 5, 0, 24, 21, 7, 2, 4, 17, 21, 14, 22, 1, 6, 20, 18]",100,1000,93
291,1000,294.0,30138,240.639469173002,"[14, 19, 4, 15, 0, 2, 11, 6, 24, 17, 1, 18, 10, 3, 7, 21, 19, 22, 5, 12, 5, 9, 23, 18, 4]",100,1000,94
293,1000,296.0,30422,244.5808528230009,"[9, 1, 20, 5, 7, 21, 18, 14, 2, 19, 23, 6, 0, 17, 15, 8, 22, 8, 16, 4, 12, 10, 6, 13, 11]",100,1000,95
295,1000,294.0,30751,249.2124617119989,"[8, 3, 7, 16, 1, 5, 23, 0, 14, 12, 24, 6, 24, 20, 18, 11, 21, 3, 10, 19, 8, 2, 13, 17, 22]",100,1000,96
297,1000,293.0,31146,254.8241068970019,"[10, 22, 14, 4, 7, 12, 22, 7, 19, 0, 24, 4, 21, 19, 8, 11, 2, 9, 3, 23, 10, 20, 13, 1, 5]",100,1000,97
299,1000,296.0,31497,259.923571653002,"[17, 8, 10, 13, 1, 16, 4, 21, 0, 4, 6, 20, 14, 7, 0, 18, 22, 2, 19, 24, 9, 3, 12, 2, 23]",100,1000,98
301,1000,295.0,31869,265.5094398789988,"[12, 1, 21, 23, 3, 15, 8, 6, 17, 13, 0, 24, 7, 11, 20, 16, 2, 4, 12, 10, 13, 22, 19, 5, 14]",100,1000,99
303,1000,294.0,32071,268.4441155280001,"[8, 10, 18, 0, 2, 12, 24, 3, 19, 4, 12, 5, 22, 13, 4, 1, 15, 6, 23, 20, 16, 11, 7, 14, 17]",100,1000,100
