index,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
5224,1,0.001405193001119187,2552.078374792896,5361.0,50,1000,47
5225,2,0.0014469339985225815,2580.068872650482,5363.0,50,1000,47
5226,3,0.0014754889998584986,2580.068872650482,5364.0,50,1000,47
5227,4,0.001502999999502208,2616.557282346219,5366.0,50,1000,47
5228,5,0.001530797999294009,2626.7701093290025,5368.0,50,1000,47
5229,6,0.0015823379981156904,2626.7701093290025,5369.0,50,1000,47
5230,7,0.001620708000700688,2626.7701093290025,5370.0,50,1000,47
5231,8,0.00167012499878183,2657.2624122216585,5372.0,50,1000,47
5232,9,0.0016993179997371044,2657.2624122216585,5373.0,50,1000,47
5233,10,0.0017288009985350072,2657.2624122216585,5374.0,50,1000,47
5234,11,0.0017594040000403766,2679.394125466376,5376.0,50,1000,47
5235,12,0.0017902020008477848,2690.2104790321673,5378.0,50,1000,47
5236,13,0.001821582998672966,2690.2104790321673,5379.0,50,1000,47
5237,14,0.0018531300011090934,2690.2104790321673,5380.0,50,1000,47
5238,15,0.0018850950000341982,2720.9375335225523,5382.0,50,1000,47
5239,16,0.001917281999340048,2758.939860657917,5384.0,50,1000,47
5240,17,0.0019502899995131884,2758.939860657917,5385.0,50,1000,47
5241,18,0.0019840370005113073,2771.6975050045994,5387.0,50,1000,47
5242,19,0.0020181580002827104,2771.6975050045994,5388.0,50,1000,47
5243,20,0.0020522829981928226,2810.548860908443,5390.0,50,1000,47
5244,21,0.002086729000438936,2810.548860908443,5391.0,50,1000,47
5245,22,0.002121967998391483,2810.548860908443,5392.0,50,1000,47
5246,23,0.0021573560006800108,2810.548860908443,5393.0,50,1000,47
5247,24,0.0021932390009169467,2810.548860908443,5394.0,50,1000,47
5248,25,0.00222994599971571,2810.548860908443,5395.0,50,1000,47
5249,26,0.0022673790008411743,2810.548860908443,5396.0,50,1000,47
5250,27,0.0023055720012052916,2810.548860908443,5397.0,50,1000,47
5251,28,0.0023440080003638286,2810.548860908443,5398.0,50,1000,47
5252,29,0.002383458999247523,2810.548860908443,5399.0,50,1000,47
5253,30,0.0024232159994426183,2810.548860908443,5400.0,50,1000,47
5254,31,0.002463952998368768,2810.548860908443,5401.0,50,1000,47
5255,32,0.002504861000488745,2810.548860908443,5402.0,50,1000,47
5256,33,0.002546194999013096,2838.489598004575,5404.0,50,1000,47
5257,34,0.0025879220011120196,2838.489598004575,5405.0,50,1000,47
5258,35,0.0026310219982406124,2838.489598004575,5406.0,50,1000,47
5259,36,0.002674387000297429,2838.489598004575,5407.0,50,1000,47
5260,37,0.002717696999752661,2838.489598004575,5408.0,50,1000,47
5261,38,0.0027613710008154158,2861.7006832569587,5410.0,50,1000,47
5262,39,0.0028051539993612096,2861.7006832569587,5411.0,50,1000,47
5263,40,0.0028497610001068097,2861.7006832569587,5412.0,50,1000,47
5264,41,0.0028945980011485517,2861.7006832569587,5413.0,50,1000,47
5265,42,0.0029404449996945914,2861.7006832569587,5414.0,50,1000,47
5266,43,0.0029871939987060614,2861.7006832569587,5415.0,50,1000,47
5267,44,0.0030341679994307924,2861.7006832569587,5416.0,50,1000,47
5268,45,0.0030819300009170547,2861.7006832569587,5417.0,50,1000,47
5269,46,0.0031302569987019524,2861.7006832569587,5418.0,50,1000,47
5270,47,0.0031795530012459494,2861.7006832569587,5419.0,50,1000,47
5271,48,0.0032287809990521055,2861.7006832569587,5420.0,50,1000,47
5272,49,0.0032788809985504486,2861.7006832569587,5421.0,50,1000,47
5273,50,0.0033291289983026218,2861.7006832569587,5422.0,50,1000,47
5274,51,0.00337990000116406,2861.7006832569587,5423.0,50,1000,47
5275,52,0.0034308930007682648,2861.7006832569587,5424.0,50,1000,47
5276,53,0.0034825750008167233,2861.7006832569587,5425.0,50,1000,47
5277,54,0.003534528997988673,2861.7006832569587,5426.0,50,1000,47
5278,55,0.003586769998946693,2861.7006832569587,5427.0,50,1000,47
5279,56,0.003640139999333769,2861.7006832569587,5428.0,50,1000,47
5280,57,0.003693300001032185,2861.7006832569587,5429.0,50,1000,47
5281,58,0.0037473499978659675,2861.7006832569587,5430.0,50,1000,47
5282,59,0.0038024339992261957,2861.7006832569587,5431.0,50,1000,47
5283,60,0.0038573079982597847,2861.7006832569587,5432.0,50,1000,47
5284,61,0.003913000000466127,2861.7006832569587,5433.0,50,1000,47
5285,62,0.003969114000938134,2861.7006832569587,5434.0,50,1000,47
5286,63,0.004087600998900598,2861.7006832569587,5435.0,50,1000,47
5287,64,0.004146203998971032,2861.7006832569587,5436.0,50,1000,47
5288,65,0.004204417000437388,2861.7006832569587,5437.0,50,1000,47
5289,66,0.00426289000097313,2861.7006832569587,5438.0,50,1000,47
5290,67,0.0043218889986746944,2861.7006832569587,5439.0,50,1000,47
5291,68,0.004381457998533733,2861.7006832569587,5440.0,50,1000,47
5292,69,0.00444132700067712,2861.7006832569587,5441.0,50,1000,47
5293,70,0.004501466999499826,2861.7006832569587,5442.0,50,1000,47
5294,71,0.004562154001177987,2861.7006832569587,5443.0,50,1000,47
5295,72,0.004623381999408593,2861.7006832569587,5444.0,50,1000,47
5296,73,0.004686401000071783,2861.7006832569587,5445.0,50,1000,47
5297,74,0.004748928000481101,2861.7006832569587,5446.0,50,1000,47
5298,75,0.0048122139996849,2861.7006832569587,5447.0,50,1000,47
5299,76,0.004875651000475045,2861.7006832569587,5448.0,50,1000,47
5300,77,0.00493944999834639,2861.7006832569587,5449.0,50,1000,47
5301,78,0.005003389000194147,2861.7006832569587,5450.0,50,1000,47
5302,79,0.0050680109998211265,2861.7006832569587,5451.0,50,1000,47
5303,80,0.005133339000167325,2861.7006832569587,5452.0,50,1000,47
5304,81,0.005198934999498306,2861.7006832569587,5453.0,50,1000,47
5305,82,0.005264778999844566,2861.7006832569587,5454.0,50,1000,47
5306,83,0.005331248001311906,2861.7006832569587,5455.0,50,1000,47
5307,84,0.005398474000685383,2861.7006832569587,5456.0,50,1000,47
5308,85,0.00546607700016466,2861.7006832569587,5457.0,50,1000,47
5309,86,0.005534329000511207,2861.7006832569587,5458.0,50,1000,47
5310,87,0.0056030230007309,2861.7006832569587,5459.0,50,1000,47
5311,88,0.005672094001056394,2861.7006832569587,5460.0,50,1000,47
5312,89,0.005742778001149418,2861.7006832569587,5461.0,50,1000,47
5313,90,0.00581361799777369,2861.7006832569587,5462.0,50,1000,47
5314,91,0.005884952999622328,2861.7006832569587,5463.0,50,1000,47
5315,92,0.005956364999292418,2861.7006832569587,5464.0,50,1000,47
5316,93,0.006028367999533657,2861.7006832569587,5465.0,50,1000,47
5317,94,0.006100025999330683,2861.7006832569587,5466.0,50,1000,47
5318,95,0.0061729330009256955,2861.7006832569587,5467.0,50,1000,47
5319,96,0.0062466439994750544,2861.7006832569587,5468.0,50,1000,47
5320,97,0.006320437998510897,2861.7006832569587,5469.0,50,1000,47
5321,98,0.006395417000021553,2861.7006832569587,5470.0,50,1000,47
5322,99,0.006469993000791874,2861.7006832569587,5471.0,50,1000,47
5323,100,0.006545669999468373,2861.7006832569587,5472.0,50,1000,47
5324,101,0.006621133001317503,2861.7006832569587,5473.0,50,1000,47
5325,102,0.0066969170002266765,2861.7006832569587,5474.0,50,1000,47
5326,103,0.008279696998215513,2861.7006832569587,5475.0,50,1000,47
5327,104,0.009622397999919485,2861.7006832569587,5476.0,50,1000,47
5328,105,0.009716892000142252,2861.7006832569587,5477.0,50,1000,47
5329,106,0.009798238999792375,2861.7006832569587,5478.0,50,1000,47
5330,107,0.009879146000457695,2861.7006832569587,5479.0,50,1000,47
5331,108,0.00996963099896675,2861.7006832569587,5480.0,50,1000,47
5332,109,0.01006072499876609,2861.7006832569587,5481.0,50,1000,47
5333,110,0.010152189999644179,2861.7006832569587,5482.0,50,1000,47
5334,111,0.010233988999971189,2861.7006832569587,5483.0,50,1000,47
5335,112,0.010326645999157336,2861.7006832569587,5484.0,50,1000,47
5336,113,0.010419351998280035,2861.7006832569587,5485.0,50,1000,47
5337,114,0.010502295001060702,2861.7006832569587,5486.0,50,1000,47
5338,115,0.010585537998849759,2861.7006832569587,5487.0,50,1000,47
5339,116,0.010669063998648198,2861.7006832569587,5488.0,50,1000,47
5340,117,0.010762616999272723,2861.7006832569587,5489.0,50,1000,47
5341,118,0.010847395999007858,2861.7006832569587,5490.0,50,1000,47
5342,119,0.010933083998679649,2861.7006832569587,5491.0,50,1000,47
5343,120,0.01102843400076381,2861.7006832569587,5492.0,50,1000,47
5344,121,0.01112416099931579,2861.7006832569587,5493.0,50,1000,47
5345,122,0.011210743999981787,2861.7006832569587,5494.0,50,1000,47
5346,123,0.011298364999674959,2861.7006832569587,5495.0,50,1000,47
5347,124,0.011385416000848636,2861.7006832569587,5496.0,50,1000,47
5348,125,0.011473277998447884,2861.7006832569587,5497.0,50,1000,47
5349,126,0.011570664999453584,2861.7006832569587,5498.0,50,1000,47
5350,127,0.011659873998723924,2861.7006832569587,5499.0,50,1000,47
5351,128,0.011749359000532422,2861.7006832569587,5500.0,50,1000,47
5352,129,0.011839853999845218,2861.7006832569587,5501.0,50,1000,47
5353,130,0.0119308289977198,2861.7006832569587,5502.0,50,1000,47
5354,131,0.012084121000953019,2861.7006832569587,5503.0,50,1000,47
5355,132,0.012180047000583727,2861.7006832569587,5504.0,50,1000,47
5356,133,0.0122730170005525,2861.7006832569587,5505.0,50,1000,47
5357,134,0.012365548998786835,2861.7006832569587,5506.0,50,1000,47
5358,135,0.012458015000447631,2861.7006832569587,5507.0,50,1000,47
5359,136,0.012551842999528162,2861.7006832569587,5508.0,50,1000,47
5360,137,0.012645454000448808,2861.7006832569587,5509.0,50,1000,47
5361,138,0.012739871999656316,2861.7006832569587,5510.0,50,1000,47
10933,1,0.001405193001119187,2552.078374792896,5361.0,100,1000,47
10934,2,0.0014469339985225815,2580.068872650482,5363.0,100,1000,47
10935,3,0.0014754889998584986,2580.068872650482,5364.0,100,1000,47
10936,4,0.001502999999502208,2616.557282346219,5366.0,100,1000,47
10937,5,0.001530797999294009,2626.7701093290025,5368.0,100,1000,47
10938,6,0.0015823379981156904,2626.7701093290025,5369.0,100,1000,47
10939,7,0.001620708000700688,2626.7701093290025,5370.0,100,1000,47
10940,8,0.00167012499878183,2657.2624122216585,5372.0,100,1000,47
10941,9,0.0016993179997371044,2657.2624122216585,5373.0,100,1000,47
10942,10,0.0017288009985350072,2657.2624122216585,5374.0,100,1000,47
10943,11,0.0017594040000403766,2679.394125466376,5376.0,100,1000,47
10944,12,0.0017902020008477848,2690.2104790321673,5378.0,100,1000,47
10945,13,0.001821582998672966,2690.2104790321673,5379.0,100,1000,47
10946,14,0.0018531300011090934,2690.2104790321673,5380.0,100,1000,47
10947,15,0.0018850950000341982,2720.9375335225523,5382.0,100,1000,47
10948,16,0.001917281999340048,2758.939860657917,5384.0,100,1000,47
10949,17,0.0019502899995131884,2758.939860657917,5385.0,100,1000,47
10950,18,0.0019840370005113073,2771.6975050045994,5387.0,100,1000,47
10951,19,0.0020181580002827104,2771.6975050045994,5388.0,100,1000,47
10952,20,0.0020522829981928226,2810.548860908443,5390.0,100,1000,47
10953,21,0.002086729000438936,2810.548860908443,5391.0,100,1000,47
10954,22,0.002121967998391483,2810.548860908443,5392.0,100,1000,47
10955,23,0.0021573560006800108,2810.548860908443,5393.0,100,1000,47
10956,24,0.0021932390009169467,2810.548860908443,5394.0,100,1000,47
10957,25,0.00222994599971571,2810.548860908443,5395.0,100,1000,47
10958,26,0.0022673790008411743,2810.548860908443,5396.0,100,1000,47
10959,27,0.0023055720012052916,2810.548860908443,5397.0,100,1000,47
10960,28,0.0023440080003638286,2810.548860908443,5398.0,100,1000,47
10961,29,0.002383458999247523,2810.548860908443,5399.0,100,1000,47
10962,30,0.0024232159994426183,2810.548860908443,5400.0,100,1000,47
10963,31,0.002463952998368768,2810.548860908443,5401.0,100,1000,47
10964,32,0.002504861000488745,2810.548860908443,5402.0,100,1000,47
10965,33,0.002546194999013096,2838.489598004575,5404.0,100,1000,47
10966,34,0.0025879220011120196,2838.489598004575,5405.0,100,1000,47
10967,35,0.0026310219982406124,2838.489598004575,5406.0,100,1000,47
10968,36,0.002674387000297429,2838.489598004575,5407.0,100,1000,47
10969,37,0.002717696999752661,2838.489598004575,5408.0,100,1000,47
10970,38,0.0027613710008154158,2861.7006832569587,5410.0,100,1000,47
10971,39,0.0028051539993612096,2861.7006832569587,5411.0,100,1000,47
10972,40,0.0028497610001068097,2861.7006832569587,5412.0,100,1000,47
10973,41,0.0028945980011485517,2861.7006832569587,5413.0,100,1000,47
10974,42,0.0029404449996945914,2861.7006832569587,5414.0,100,1000,47
10975,43,0.0029871939987060614,2861.7006832569587,5415.0,100,1000,47
10976,44,0.0030341679994307924,2861.7006832569587,5416.0,100,1000,47
10977,45,0.0030819300009170547,2861.7006832569587,5417.0,100,1000,47
10978,46,0.0031302569987019524,2861.7006832569587,5418.0,100,1000,47
10979,47,0.0031795530012459494,2861.7006832569587,5419.0,100,1000,47
10980,48,0.0032287809990521055,2861.7006832569587,5420.0,100,1000,47
10981,49,0.0032788809985504486,2861.7006832569587,5421.0,100,1000,47
10982,50,0.0033291289983026218,2861.7006832569587,5422.0,100,1000,47
10983,51,0.00337990000116406,2861.7006832569587,5423.0,100,1000,47
10984,52,0.0034308930007682648,2861.7006832569587,5424.0,100,1000,47
10985,53,0.0034825750008167233,2861.7006832569587,5425.0,100,1000,47
10986,54,0.003534528997988673,2861.7006832569587,5426.0,100,1000,47
10987,55,0.003586769998946693,2861.7006832569587,5427.0,100,1000,47
10988,56,0.003640139999333769,2861.7006832569587,5428.0,100,1000,47
10989,57,0.003693300001032185,2861.7006832569587,5429.0,100,1000,47
10990,58,0.0037473499978659675,2861.7006832569587,5430.0,100,1000,47
10991,59,0.0038024339992261957,2861.7006832569587,5431.0,100,1000,47
10992,60,0.0038573079982597847,2861.7006832569587,5432.0,100,1000,47
10993,61,0.003913000000466127,2861.7006832569587,5433.0,100,1000,47
10994,62,0.003969114000938134,2861.7006832569587,5434.0,100,1000,47
10995,63,0.004087600998900598,2861.7006832569587,5435.0,100,1000,47
10996,64,0.004146203998971032,2861.7006832569587,5436.0,100,1000,47
10997,65,0.004204417000437388,2861.7006832569587,5437.0,100,1000,47
10998,66,0.00426289000097313,2861.7006832569587,5438.0,100,1000,47
10999,67,0.0043218889986746944,2861.7006832569587,5439.0,100,1000,47
11000,68,0.004381457998533733,2861.7006832569587,5440.0,100,1000,47
11001,69,0.00444132700067712,2861.7006832569587,5441.0,100,1000,47
11002,70,0.004501466999499826,2861.7006832569587,5442.0,100,1000,47
11003,71,0.004562154001177987,2861.7006832569587,5443.0,100,1000,47
11004,72,0.004623381999408593,2861.7006832569587,5444.0,100,1000,47
11005,73,0.004686401000071783,2861.7006832569587,5445.0,100,1000,47
11006,74,0.004748928000481101,2861.7006832569587,5446.0,100,1000,47
11007,75,0.0048122139996849,2861.7006832569587,5447.0,100,1000,47
11008,76,0.004875651000475045,2861.7006832569587,5448.0,100,1000,47
11009,77,0.00493944999834639,2861.7006832569587,5449.0,100,1000,47
11010,78,0.005003389000194147,2861.7006832569587,5450.0,100,1000,47
11011,79,0.0050680109998211265,2861.7006832569587,5451.0,100,1000,47
11012,80,0.005133339000167325,2861.7006832569587,5452.0,100,1000,47
11013,81,0.005198934999498306,2861.7006832569587,5453.0,100,1000,47
11014,82,0.005264778999844566,2861.7006832569587,5454.0,100,1000,47
11015,83,0.005331248001311906,2861.7006832569587,5455.0,100,1000,47
11016,84,0.005398474000685383,2861.7006832569587,5456.0,100,1000,47
11017,85,0.00546607700016466,2861.7006832569587,5457.0,100,1000,47
11018,86,0.005534329000511207,2861.7006832569587,5458.0,100,1000,47
11019,87,0.0056030230007309,2861.7006832569587,5459.0,100,1000,47
11020,88,0.005672094001056394,2861.7006832569587,5460.0,100,1000,47
11021,89,0.005742778001149418,2861.7006832569587,5461.0,100,1000,47
11022,90,0.00581361799777369,2861.7006832569587,5462.0,100,1000,47
11023,91,0.005884952999622328,2861.7006832569587,5463.0,100,1000,47
11024,92,0.005956364999292418,2861.7006832569587,5464.0,100,1000,47
11025,93,0.006028367999533657,2861.7006832569587,5465.0,100,1000,47
11026,94,0.006100025999330683,2861.7006832569587,5466.0,100,1000,47
11027,95,0.0061729330009256955,2861.7006832569587,5467.0,100,1000,47
11028,96,0.0062466439994750544,2861.7006832569587,5468.0,100,1000,47
11029,97,0.006320437998510897,2861.7006832569587,5469.0,100,1000,47
11030,98,0.006395417000021553,2861.7006832569587,5470.0,100,1000,47
11031,99,0.006469993000791874,2861.7006832569587,5471.0,100,1000,47
11032,100,0.006545669999468373,2861.7006832569587,5472.0,100,1000,47
11033,101,0.006621133001317503,2861.7006832569587,5473.0,100,1000,47
11034,102,0.0066969170002266765,2861.7006832569587,5474.0,100,1000,47
11035,103,0.008279696998215513,2861.7006832569587,5475.0,100,1000,47
11036,104,0.009622397999919485,2861.7006832569587,5476.0,100,1000,47
11037,105,0.009716892000142252,2861.7006832569587,5477.0,100,1000,47
11038,106,0.009798238999792375,2861.7006832569587,5478.0,100,1000,47
11039,107,0.009879146000457695,2861.7006832569587,5479.0,100,1000,47
11040,108,0.00996963099896675,2861.7006832569587,5480.0,100,1000,47
11041,109,0.01006072499876609,2861.7006832569587,5481.0,100,1000,47
11042,110,0.010152189999644179,2861.7006832569587,5482.0,100,1000,47
11043,111,0.010233988999971189,2861.7006832569587,5483.0,100,1000,47
11044,112,0.010326645999157336,2861.7006832569587,5484.0,100,1000,47
11045,113,0.010419351998280035,2861.7006832569587,5485.0,100,1000,47
11046,114,0.010502295001060702,2861.7006832569587,5486.0,100,1000,47
11047,115,0.010585537998849759,2861.7006832569587,5487.0,100,1000,47
11048,116,0.010669063998648198,2861.7006832569587,5488.0,100,1000,47
11049,117,0.010762616999272723,2861.7006832569587,5489.0,100,1000,47
11050,118,0.010847395999007858,2861.7006832569587,5490.0,100,1000,47
11051,119,0.010933083998679649,2861.7006832569587,5491.0,100,1000,47
11052,120,0.01102843400076381,2861.7006832569587,5492.0,100,1000,47
11053,121,0.01112416099931579,2861.7006832569587,5493.0,100,1000,47
11054,122,0.011210743999981787,2861.7006832569587,5494.0,100,1000,47
11055,123,0.011298364999674959,2861.7006832569587,5495.0,100,1000,47
11056,124,0.011385416000848636,2861.7006832569587,5496.0,100,1000,47
11057,125,0.011473277998447884,2861.7006832569587,5497.0,100,1000,47
11058,126,0.011570664999453584,2861.7006832569587,5498.0,100,1000,47
11059,127,0.011659873998723924,2861.7006832569587,5499.0,100,1000,47
11060,128,0.011749359000532422,2861.7006832569587,5500.0,100,1000,47
11061,129,0.011839853999845218,2861.7006832569587,5501.0,100,1000,47
11062,130,0.0119308289977198,2861.7006832569587,5502.0,100,1000,47
11063,131,0.012084121000953019,2861.7006832569587,5503.0,100,1000,47
11064,132,0.012180047000583727,2861.7006832569587,5504.0,100,1000,47
11065,133,0.0122730170005525,2861.7006832569587,5505.0,100,1000,47
11066,134,0.012365548998786835,2861.7006832569587,5506.0,100,1000,47
11067,135,0.012458015000447631,2861.7006832569587,5507.0,100,1000,47
11068,136,0.012551842999528162,2861.7006832569587,5508.0,100,1000,47
11069,137,0.012645454000448808,2861.7006832569587,5509.0,100,1000,47
11070,138,0.012739871999656316,2861.7006832569587,5510.0,100,1000,47
