index,Iteration,Time,Fitness,FEvals,Temperature,max_iters
8411,38,0.004466258997126715,2359.0773055956097,73.0,5000,1000
8412,39,0.004537937998975394,2341.8062675670762,75.0,5000,1000
8413,40,0.004611844997270964,2368.084269935866,77.0,5000,1000
8414,41,0.00468828899829532,2378.9006235016577,79.0,5000,1000
8415,42,0.004762204996950459,2344.8098608176115,81.0,5000,1000
8416,43,0.004835934996663127,2310.4218838222682,83.0,5000,1000
8417,44,0.004909858998871641,2335.495270868058,85.0,5000,1000
8418,45,0.004988385997421574,2372.4518782291398,87.0,5000,1000
8419,46,0.005103611998492852,2345.2570366817204,89.0,5000,1000
8420,47,0.005190516996663064,2357.8618995074567,91.0,5000,1000
8421,48,0.005271176996757276,0.0,93.0,5000,1000
8422,49,0.005353609998564934,2378.941352127086,95.0,5000,1000
8423,50,0.0054325679993780795,2390.9681213194185,97.0,5000,1000
8424,51,0.005517747998965206,2401.4277762012225,99.0,5000,1000
8425,52,0.005599560998234665,2401.4277762012225,100.0,5000,1000
8426,53,0.005683560997567838,2401.4277762012225,101.0,5000,1000
8427,54,0.005765437999798451,2418.9424127618613,103.0,5000,1000
8428,55,0.005846960997587303,2418.9424127618613,104.0,5000,1000
8429,56,0.005930821000220021,2418.9424127618613,105.0,5000,1000
8430,57,0.006018827996740583,2386.482693481925,107.0,5000,1000
8431,58,0.006102963998273481,2359.7669778825193,109.0,5000,1000
8432,59,0.006188781997479964,2337.307017435895,111.0,5000,1000
8433,60,0.0062752029989496805,2300.780329570651,113.0,5000,1000
8434,61,0.006364668999594869,2329.620251345831,115.0,5000,1000
8435,62,0.0064510199990763795,2302.063712157247,117.0,5000,1000
8436,63,0.006538357996760169,2269.7809566403375,119.0,5000,1000
8437,64,0.006626814996707253,2245.1076073311515,121.0,5000,1000
8438,65,0.006715765997796552,2214.1876754517907,123.0,5000,1000
8439,66,0.006805023997003445,2250.6830563910826,125.0,5000,1000
8440,67,0.006894995996844955,2287.1714660868192,127.0,5000,1000
8441,68,0.006985668998822803,2321.2622287708655,129.0,5000,1000
8442,69,0.007078627997543663,2345.4791985366865,131.0,5000,1000
8443,70,0.0071715199992468115,2379.86717553203,133.0,5000,1000
8444,71,0.007265004998771474,2414.4242552503138,135.0,5000,1000
8445,72,0.007358450999163324,2452.534718801486,137.0,5000,1000
8446,73,0.0074583339992386755,2415.5781114404044,139.0,5000,1000
8447,74,0.007554735999292461,2450.573586385717,141.0,5000,1000
8448,75,0.007650835999811534,2440.3607594029336,143.0,5000,1000
8449,76,0.007747468996967655,2426.029688466333,145.0,5000,1000
8450,77,0.007844984000257682,2395.537385573678,147.0,5000,1000
8451,78,0.007942653999634786,2412.572357730367,149.0,5000,1000
8452,79,0.00804292999964673,2373.960677185728,151.0,5000,1000
8453,80,0.008143500999722164,2400.3026218036107,153.0,5000,1000
8454,81,0.008244722997915233,2378.766116674078,155.0,5000,1000
8455,82,0.008346038997842697,2409.493171164463,157.0,5000,1000
8456,83,0.008447434000117937,2392.6870071253798,159.0,5000,1000
8457,84,0.008549354999559,2428.7574953779676,161.0,5000,1000
8458,85,0.008652426997286966,2454.539813485635,163.0,5000,1000
8459,86,0.008755584996833932,2487.5473261106954,165.0,5000,1000
8460,87,0.008858995999617036,2458.2393790879287,167.0,5000,1000
8461,88,0.008962875999714015,2497.07096630861,169.0,5000,1000
8462,89,0.009068958999705501,2486.2546127428186,171.0,5000,1000
8463,90,0.00917518200003542,2460.192686629235,173.0,5000,1000
8464,91,0.009282490998884896,2427.5034314437007,175.0,5000,1000
8465,92,0.009390018996782601,2410.4684592870117,177.0,5000,1000
8466,93,0.009501507996901637,2385.7414320856233,179.0,5000,1000
8467,94,0.00961105899841641,2402.1699930862537,181.0,5000,1000
8468,95,0.0097198439980275,2389.552522316492,183.0,5000,1000
8469,96,0.009829403999901842,2420.044825209148,185.0,5000,1000
8470,97,0.009940454998286441,2420.044825209148,186.0,5000,1000
8471,98,0.010053072997834533,2406.3663352414346,188.0,5000,1000
8472,99,0.010167229997023242,2381.590269764302,190.0,5000,1000
8473,100,0.010280608999892138,2343.1566632172207,192.0,5000,1000
8474,101,0.01039494399810792,2362.8829247806134,194.0,5000,1000
8475,102,0.010509363997698529,2394.1644436028546,196.0,5000,1000
8476,103,9.414299711352214e-05,2358.5012599495717,198.0,5000,1000
8477,104,0.002065106000372907,2389.4211918289325,200.0,5000,1000
8478,105,0.0021268259988573845,2405.187650482603,202.0,5000,1000
8479,106,0.0021767839971289504,2443.085439538515,204.0,5000,1000
8480,107,0.0022268020002229605,2473.9280782675205,206.0,5000,1000
8481,108,0.0022748189985577483,2508.2110678455965,208.0,5000,1000
8482,109,0.002322795997315552,2473.215592900284,210.0,5000,1000
8483,110,0.00237019799897098,2461.3901006092738,212.0,5000,1000
8484,111,0.0024175609978556167,2476.352458937983,214.0,5000,1000
8485,112,0.0024666399986017495,2512.879146803227,216.0,5000,1000
8486,113,0.0025157499985652976,2481.9224024544174,218.0,5000,1000
8487,114,0.002564767997682793,2519.924729589782,220.0,5000,1000
8488,115,0.0026156599997193553,2555.8210759196127,222.0,5000,1000
8489,116,0.002666608997969888,2582.958364935414,224.0,5000,1000
8490,117,0.0027179589997103903,2593.7747185012054,226.0,5000,1000
8491,118,0.002770469000097364,2615.122874797845,228.0,5000,1000
8492,119,0.0028240659994480666,2615.122874797845,229.0,5000,1000
8493,120,0.0028780609973182436,2589.1986157062433,231.0,5000,1000
8494,121,0.0029328579985303804,2569.771306008012,233.0,5000,1000
8495,122,0.0029891039994254243,2604.395824103488,235.0,5000,1000
8496,123,0.0030462469985650387,2567.900443164196,237.0,5000,1000
8497,124,0.0031042859991430305,2596.3701585774693,239.0,5000,1000
8498,125,0.003162310997140594,2625.4091108295593,241.0,5000,1000
8499,126,0.003220861999579938,2654.8019100161314,243.0,5000,1000
8500,127,0.003281576999142999,2636.5551619065736,245.0,5000,1000
8501,128,0.0033413319979445077,2669.244417092108,247.0,5000,1000
8502,129,0.0034024339984171093,2631.438317634419,249.0,5000,1000
8503,130,0.00346489999719779,2657.500243748003,251.0,5000,1000
8504,131,0.0035273859975859523,2622.8613701099075,253.0,5000,1000
8505,132,0.0035901489973184653,2600.256969243599,255.0,5000,1000
8506,133,0.0036542999987432268,2585.943000603511,257.0,5000,1000
8507,134,0.003719534997799201,2610.9535461260875,259.0,5000,1000
8508,135,0.0037846439990971703,2600.0322780909382,261.0,5000,1000
8509,136,0.003850082997814752,2627.249537364837,263.0,5000,1000
8510,137,0.003916899000614649,2660.3636837306917,265.0,5000,1000
8511,138,0.00398457999835955,2699.7279484684414,267.0,5000,1000
8512,139,0.004053515000123298,2667.038693282907,269.0,5000,1000
8513,140,0.004122637998079881,2682.350856848307,271.0,5000,1000
8514,141,0.00419318599961116,2647.962879852964,273.0,5000,1000
8515,142,0.004263426999386866,2635.358017027228,275.0,5000,1000
8516,143,0.004334551998908864,2668.3000990650125,277.0,5000,1000
8517,144,0.00440677299775416,2639.4601772898322,279.0,5000,1000
8518,145,0.004479609000554774,2606.1207128656497,281.0,5000,1000
8519,146,0.004552594997221604,2620.421471996464,283.0,5000,1000
8520,147,0.004625444998964667,2598.2085078966343,285.0,5000,1000
8521,148,0.004699205997894751,2587.392154330843,287.0,5000,1000
8522,149,0.00477984999815817,2557.999355144271,289.0,5000,1000
8523,150,0.004855925999436295,2532.988809621694,291.0,5000,1000
8524,151,0.00493221199940308,2498.7038755529675,293.0,5000,1000
8525,152,0.0050097099992854055,2517.7602710993933,295.0,5000,1000
8526,153,0.00508746999912546,2554.716878460475,297.0,5000,1000
8527,154,0.00516683100067894,2569.047949397075,299.0,5000,1000
8528,155,0.005246853997959988,2579.0983201078375,301.0,5000,1000
8529,156,0.005326293998223264,2602.9384454985156,303.0,5000,1000
8530,157,0.0054073259998403955,2588.607374561915,305.0,5000,1000
8531,158,0.005488107999553904,2624.2802360962432,307.0,5000,1000
8532,159,0.0055702979989291634,2586.1697725450704,309.0,5000,1000
8533,160,0.005652707997796824,2575.654895736414,311.0,5000,1000
8534,161,0.005736213999625761,2604.9628427591806,313.0,5000,1000
8535,162,0.005821011000080034,2637.3144059812175,315.0,5000,1000
8536,163,0.005906174999836367,2607.7568519862034,317.0,5000,1000
8537,164,0.0059917459984717425,2576.1842387379693,319.0,5000,1000
8538,165,0.006077571997593623,2566.1338680272074,321.0,5000,1000
8539,166,0.006163991998619167,2579.491997342341,323.0,5000,1000
8540,167,0.00625193299856619,2605.416256433942,325.0,5000,1000
8541,168,0.006339539999316912,2594.9566015521386,327.0,5000,1000
8542,169,0.006428128999687033,2569.0831805451303,329.0,5000,1000
8543,170,0.006517608999274671,2548.74549231163,331.0,5000,1000
8544,171,0.006608280000364175,2585.240873250922,333.0,5000,1000
8545,172,0.006700264999381034,2616.197617599731,335.0,5000,1000
8546,173,0.006791444000555202,2652.5883344969016,337.0,5000,1000
8547,174,0.00688470199747826,2662.6387052076634,339.0,5000,1000
8548,175,0.006977378998271888,2686.484598920617,341.0,5000,1000
8549,176,0.007072043998050503,2719.1738541061513,343.0,5000,1000
8550,177,0.007167258998379111,2719.1738541061513,344.0,5000,1000
8551,178,0.007262563998665428,2758.0567025098067,346.0,5000,1000
8552,179,0.007358563998423051,2758.0567025098067,347.0,5000,1000
8553,180,0.007455783998011611,2720.0543753744423,349.0,5000,1000
8554,181,0.007553021998319309,2751.770431025392,351.0,5000,1000
8555,182,0.007651670999621274,2751.770431025392,352.0,5000,1000
8556,183,0.007750799999485025,2736.540371815059,354.0,5000,1000
8557,184,0.007850043999496847,2736.540371815059,355.0,5000,1000
8558,185,0.00795051000022795,2702.187745944105,357.0,5000,1000
8559,186,0.008051269000134198,2723.999033016473,359.0,5000,1000
8560,187,0.008154511997418012,2723.999033016473,360.0,5000,1000
8561,188,0.008257416000560625,2723.999033016473,361.0,5000,1000
8562,189,0.00835984799778089,2700.463789292584,363.0,5000,1000
8563,190,0.008462728997983504,2739.4819193536896,365.0,5000,1000
8564,191,0.00856646899774205,2723.0533583530596,367.0,5000,1000
8565,192,0.008670958999573486,2742.480668051291,369.0,5000,1000
8566,193,0.008780290998402052,2759.7517060798245,371.0,5000,1000
8567,194,0.008888963999197586,2728.909067350819,373.0,5000,1000
8568,195,0.008996275999379577,2713.1426086971483,375.0,5000,1000
8569,196,0.009103960997890681,2713.1426086971483,376.0,5000,1000
8570,197,0.009212253000441706,2727.3574544265584,378.0,5000,1000
8571,198,0.009321522997197462,2698.0495074037917,380.0,5000,1000
8572,199,0.00943073699818342,2727.766407712095,382.0,5000,1000
8573,200,0.009541863997583278,2713.733912900839,384.0,5000,1000
8574,201,0.009653829998569563,2713.733912900839,385.0,5000,1000
8575,202,0.009767161998752272,2713.733912900839,386.0,5000,1000
8576,203,0.009880683999654138,2735.869723517464,388.0,5000,1000
8577,204,0.009994633997848723,2725.819352806702,390.0,5000,1000
8578,205,0.010108081998623675,2692.4951845562005,392.0,5000,1000
8579,206,9.063399920705706e-05,2666.2171821874113,394.0,5000,1000
8580,207,0.0021895200006838422,2644.0813715707864,396.0,5000,1000
8581,208,0.002252829999633832,2610.3370428185526,398.0,5000,1000
8582,209,0.0023035869999148417,2637.052758417958,400.0,5000,1000
8583,210,0.002352502000576351,2664.609297606542,402.0,5000,1000
8584,211,0.0024017819996515755,2642.4775843618245,404.0,5000,1000
8585,212,0.0024511279989383183,2609.3634379959703,406.0,5000,1000
8586,213,0.002515236999897752,2647.975118540609,408.0,5000,1000
8587,214,0.002579295000032289,2672.9856640631856,410.0,5000,1000
8588,215,0.002639799000462517,2652.4629058679557,412.0,5000,1000
8589,216,0.002705009999772301,2619.4553932428953,414.0,5000,1000
8590,217,0.0027659910010697786,2581.4715146058084,416.0,5000,1000
8591,218,0.00283201199999894,2597.9000756064383,418.0,5000,1000
8592,219,0.002894061999541009,2570.762786590637,420.0,5000,1000
8593,220,0.0029609900011564605,2536.672023906591,422.0,5000,1000
8594,221,0.003024270001333207,2572.212536503367,424.0,5000,1000
8595,222,0.0030783850015723146,2559.4548921566843,426.0,5000,1000
8596,223,0.0031480260004173033,2594.4503671019966,428.0,5000,1000
8597,224,0.003213808999134926,2562.0340068860587,430.0,5000,1000
8598,225,0.0032705749981687404,2591.472722834803,432.0,5000,1000
8599,226,0.0033286440011579543,2626.0183836359606,434.0,5000,1000
8600,227,0.003402248999918811,2658.4781029158967,436.0,5000,1000
8601,228,0.0034616859993548132,2682.169658262339,438.0,5000,1000
8602,229,0.003533112998411525,2715.5091226865216,440.0,5000,1000
8603,230,0.0036092320005991496,2704.6349966880553,442.0,5000,1000
8604,231,0.0036705509992316365,2668.5645084354674,444.0,5000,1000
8605,232,0.0037433079996844754,2668.5645084354674,445.0,5000,1000
8606,233,0.003820573001576122,2644.4167073343597,447.0,5000,1000
8607,234,0.0038992219997453503,2630.476158889938,449.0,5000,1000
8608,235,0.00397399299981771,2610.3868688770244,451.0,5000,1000
8609,236,0.004053013999509858,2577.6976136914905,453.0,5000,1000
8610,237,0.004117991000384791,2610.3868688770244,455.0,5000,1000
8611,238,0.004194937999272952,2640.6363483279347,457.0,5000,1000
8612,239,0.004261841000698041,2674.921282396661,459.0,5000,1000
8613,240,0.0043525760011107195,2640.3756215955036,461.0,5000,1000
8614,241,0.004431958001077874,2625.0634580301034,463.0,5000,1000
8615,242,0.00451156499912031,2585.699193292354,465.0,5000,1000
8616,243,0.004596443999616895,2625.107513876032,467.0,5000,1000
8617,244,0.004667214998335112,2605.3812523126394,469.0,5000,1000
8618,245,0.004738904000987532,2587.9893050874216,471.0,5000,1000
8619,246,0.004825978001463227,2616.829226862602,473.0,5000,1000
8620,247,0.004910111998469802,2627.7033528610687,475.0,5000,1000
8621,248,0.004994675000489224,2641.381842828782,477.0,5000,1000
8622,249,0.005083940999611514,2622.610128961486,479.0,5000,1000
8623,250,0.005169385000044713,2657.2490025995817,481.0,5000,1000
8624,251,0.005244798001513118,2667.2993733103435,483.0,5000,1000
8625,252,0.00533575900044525,2667.2993733103435,484.0,5000,1000
8626,253,0.0054276139999274164,2638.586065892304,486.0,5000,1000
8627,254,0.005515092998393811,2667.2993733103435,488.0,5000,1000
8628,255,0.00560752700039302,2637.58247300204,490.0,5000,1000
8629,256,0.005697698998119449,2651.523021446462,492.0,5000,1000
8630,257,0.005788336999103194,2612.5048913853557,494.0,5000,1000
8631,258,0.005883491998247337,2598.0317578261956,496.0,5000,1000
8632,259,0.005975482999929227,2627.58931182121,498.0,5000,1000
8633,260,0.006057293998310342,2627.58931182121,499.0,5000,1000
8634,261,0.006154683000204386,2599.119596407936,501.0,5000,1000
8635,262,0.006237688998226076,2571.902337134037,503.0,5000,1000
8636,263,0.006337396000162698,2550.091050061669,505.0,5000,1000
8637,264,0.006432580001273891,2584.7874470228735,507.0,5000,1000
8638,265,0.006532868999784114,2600.7018600966503,509.0,5000,1000
8639,266,0.0066189009994559456,2625.1483426392692,511.0,5000,1000
8640,267,0.006720904999383492,2656.720955887504,513.0,5000,1000
8641,268,0.0068086799983575474,2618.109275342865,515.0,5000,1000
8642,269,0.006907540999236517,2656.093153979952,517.0,5000,1000
8643,270,0.00700828900153283,2668.710624749714,519.0,5000,1000
8644,271,0.007113457999366801,2691.3150256160225,521.0,5000,1000
8645,272,0.007214928999019321,2654.826615920286,523.0,5000,1000
8646,273,0.007316259001527214,2632.222215053977,525.0,5000,1000
8647,274,0.0074234380008419976,2649.7407013535576,527.0,5000,1000
8648,275,0.007526156998210354,2613.844355023727,529.0,5000,1000
8649,276,0.00763487899894244,2624.0571820065106,531.0,5000,1000
8650,277,0.007729709999694023,2644.579940201741,533.0,5000,1000
8651,278,0.007839205998607213,2671.77478174916,535.0,5000,1000
8652,279,0.007945989000290865,2705.865544433206,537.0,5000,1000
8653,280,0.008057415998337092,2693.8387752408735,539.0,5000,1000
8654,281,0.00816442599898437,2712.966945792401,541.0,5000,1000
8655,282,0.008275397998659173,2678.682011723675,543.0,5000,1000
8656,283,0.00839033699958236,2713.34963064342,545.0,5000,1000
8657,284,0.008499315998051316,2745.765990859358,547.0,5000,1000
8658,285,0.008612719000666402,2712.426526435176,549.0,5000,1000
8659,286,0.0087223049995373,2746.7114605039023,551.0,5000,1000
8660,287,0.008833149000565754,2712.0150635426976,553.0,5000,1000
8661,288,0.008943971999542555,2698.3365735749844,555.0,5000,1000
8662,289,0.009047411000210559,2668.09524526508,557.0,5000,1000
8663,290,0.009166765001282329,2690.886884146855,559.0,5000,1000
8664,291,0.009281971000746125,2656.96891733447,561.0,5000,1000
8665,292,0.00940161800099304,2689.976429959531,563.0,5000,1000
8666,293,0.009521783998934552,2723.315894383713,565.0,5000,1000
8667,294,0.009641749998991145,2709.3753459392915,567.0,5000,1000
8668,295,0.009762869998667156,2680.336393687201,569.0,5000,1000
8669,296,0.009880342000542441,2647.3943116494165,571.0,5000,1000
8670,297,0.009997580000344897,2673.687790395792,573.0,5000,1000
8671,298,0.010115410001162672,2688.999953961192,575.0,5000,1000
8672,299,0.010238283000944648,2708.9881261660034,577.0,5000,1000
8673,300,0.010356833001424093,2734.861547173012,579.0,5000,1000
8674,301,0.010476106999703916,2698.3348593077676,581.0,5000,1000
8675,302,0.0106014029988728,2672.4614383007593,583.0,5000,1000
8676,303,0.010722650000388967,2695.996682024649,585.0,5000,1000
8677,304,0.010845079999853624,2709.6751719923623,587.0,5000,1000
8678,305,0.01096829699963564,2726.403866097111,589.0,5000,1000
8679,306,0.0110966020001797,2714.3478208286415,591.0,5000,1000
8680,307,0.011221804001252167,2684.7902668336274,593.0,5000,1000
8681,308,0.011346824998327065,2704.2736825213383,595.0,5000,1000
8682,309,0.011463749000540702,2671.5844273358043,597.0,5000,1000
8683,310,0.011596961001487216,2644.02788814722,599.0,5000,1000
8684,311,0.01171497600080329,2680.554576012464,601.0,5000,1000
8685,312,0.011845540000649635,2710.7959043223686,603.0,5000,1000
8686,313,0.011965170000621583,2697.117414354655,605.0,5000,1000
8687,314,0.012084999998478452,2730.4415826051572,607.0,5000,1000
8688,315,0.012205177998112049,2747.7932084316694,609.0,5000,1000
8689,316,0.01234379900051863,2747.7932084316694,610.0,5000,1000
8690,317,0.012477119998948183,2712.1203468973417,612.0,5000,1000
8691,318,0.012614749000931624,2727.350406107674,614.0,5000,1000
8692,319,0.012748405999445822,2737.5735164085254,616.0,5000,1000
8693,320,0.012872078998043435,2712.5629708859483,618.0,5000,1000
8694,321,0.013010978000238538,2678.1038964482414,620.0,5000,1000
8695,322,0.013151046998245874,2654.8982956550935,622.0,5000,1000
8696,323,0.013286990000779042,2635.8419001086677,624.0,5000,1000
8697,324,0.01342738899984397,2610.421530998049,626.0,5000,1000
8698,325,0.013564920998760499,2583.22668945063,628.0,5000,1000
8699,326,0.01370350399884046,2547.973670662043,630.0,5000,1000
8700,327,0.013841705000231741,2577.366469848615,632.0,5000,1000
8701,328,0.013986253001348814,2550.094644790068,634.0,5000,1000
8702,329,0.014130576000752626,2582.6218913229495,636.0,5000,1000
8703,330,0.014271138999902178,2616.3662200751833,638.0,5000,1000
8704,331,0.01441722800154821,2638.1775071475518,640.0,5000,1000
8705,332,0.01454933499917388,2650.5515957677376,642.0,5000,1000
8706,333,0.014692739998281468,2611.700239863894,644.0,5000,1000
8707,334,0.014840591000393033,2644.389495049428,646.0,5000,1000
8708,335,0.014984746998379705,2657.8060308946597,648.0,5000,1000
8709,336,0.01512017799905152,2676.0527790042174,650.0,5000,1000
8710,337,0.015255385998898419,2637.621700558076,652.0,5000,1000
8711,338,0.015401723998365924,2620.1070639974373,654.0,5000,1000
8712,339,0.015549379000731278,2658.2175275486097,656.0,5000,1000
8713,340,0.015701537999120774,2670.822390374346,658.0,5000,1000
8714,341,0.015850141000555595,2687.6285544134294,660.0,5000,1000
8715,342,0.016004826000425965,2657.3790749625196,662.0,5000,1000
8716,343,0.016159550999873318,2642.622751276023,664.0,5000,1000
8717,344,0.016312723000737606,2656.953822212623,666.0,5000,1000
8718,345,0.016455345998110715,2639.6021963861112,668.0,5000,1000
8719,346,0.01659777099848725,2665.8801987549004,670.0,5000,1000
8720,347,0.01675519099808298,2694.9191510069904,672.0,5000,1000
8721,348,0.016898923000553623,2694.9191510069904,673.0,5000,1000
8722,349,0.017043346000718884,2671.708065754607,675.0,5000,1000
8723,350,0.01719910300016636,2671.708065754607,676.0,5000,1000
8724,351,0.017344372001389274,2706.167140192314,678.0,5000,1000
8725,352,0.017507350999949267,2689.4384460875654,680.0,5000,1000
8726,353,0.017671678000624524,2711.221359855384,682.0,5000,1000
8727,354,0.017830403998232214,2674.8306429582135,684.0,5000,1000
8728,355,0.017991020999033935,2705.673281687219,686.0,5000,1000
8729,356,0.01813949599818443,2688.8671176481357,688.0,5000,1000
8730,357,0.018300463998457417,2651.9105102870544,690.0,5000,1000
8731,358,0.018449991999659687,2682.1599897379638,692.0,5000,1000
8732,359,0.01860107099855668,2682.1599897379638,693.0,5000,1000
8733,360,0.018766847999359015,2662.1718175331525,695.0,5000,1000
8734,361,0.018929518999357242,2676.6449510923126,697.0,5000,1000
8735,362,0.0190832260013849,2643.5100454955455,699.0,5000,1000
8736,363,0.01925370900062262,2682.5281755566516,701.0,5000,1000
8737,364,0.019407747000514064,2643.6453271529963,703.0,5000,1000
8738,365,0.019577396000386216,2680.133736848733,705.0,5000,1000
8739,366,0.019742724998650374,2714.8301338099373,707.0,5000,1000
8740,367,0.019908256999769947,2730.4443797218187,709.0,5000,1000
8741,368,0.02007984399824636,2706.7528243753763,711.0,5000,1000
8742,369,0.020251437999831978,2677.9129026001956,713.0,5000,1000
8743,370,0.020412358000612585,2692.6692262866923,715.0,5000,1000
8744,371,0.02058187999864458,2678.1960927275322,717.0,5000,1000
8745,372,0.020753187000082107,2697.922354290925,719.0,5000,1000
8746,373,0.020923315998516046,2725.117195838344,721.0,5000,1000
8747,374,0.021084247000544565,2714.9043688555603,723.0,5000,1000
8748,375,0.021245454998279456,2751.2445326124357,725.0,5000,1000
8749,376,0.021406318999652285,2717.920364361934,727.0,5000,1000
8750,377,0.02158515400151373,2729.745856652944,729.0,5000,1000
8751,378,0.021760201998404227,2719.695485942182,731.0,5000,1000
8752,379,0.021923570999206277,2719.695485942182,732.0,5000,1000
8753,380,0.022104064999439288,2719.695485942182,733.0,5000,1000
8754,381,0.022279933000390884,2719.695485942182,734.0,5000,1000
8755,382,0.022445932001573965,2736.730458098871,736.0,5000,1000
8756,383,0.022613064000324812,2736.730458098871,737.0,5000,1000
8757,384,0.02277957199839875,2736.730458098871,738.0,5000,1000
8758,385,0.022963106999668526,2736.730458098871,739.0,5000,1000
8759,386,0.023147799998696428,2736.730458098871,740.0,5000,1000
8760,387,0.023328201998083387,2736.730458098871,741.0,5000,1000
8761,388,0.023498137001297437,2736.730458098871,742.0,5000,1000
8762,389,0.02368014799867524,2703.722945473811,744.0,5000,1000
8763,390,0.02385213500019745,2675.782208377679,746.0,5000,1000
8764,391,0.024024138998356648,2696.1198966111797,748.0,5000,1000
8765,392,0.024196177000703756,2696.1198966111797,749.0,5000,1000
8766,393,0.02438331799930893,2696.1198966111797,750.0,5000,1000
8767,394,0.024564971998188412,2661.562816892895,752.0,5000,1000
8768,395,0.024740814998949645,2694.4660350692493,754.0,5000,1000
8769,396,0.024917466998886084,2694.4660350692493,755.0,5000,1000
8770,397,0.025093766998907086,2674.128346835749,757.0,5000,1000
8771,398,0.025270753998483997,2674.128346835749,758.0,5000,1000
8772,399,0.025463393998506945,2646.9335052883303,760.0,5000,1000
8773,400,0.025642089000029955,2607.915375227224,762.0,5000,1000
8774,401,0.02583688899903791,2607.915375227224,763.0,5000,1000
8775,402,0.026027700998383807,2618.375030109028,765.0,5000,1000
8776,403,0.026224247998470673,2618.375030109028,766.0,5000,1000
8777,404,0.02641723099804949,2618.375030109028,767.0,5000,1000
8778,405,0.02660952899896074,2585.915310829092,769.0,5000,1000
8779,406,0.026793631001055473,2549.426901133355,771.0,5000,1000
8780,407,0.026977297999110306,2587.5872138885024,773.0,5000,1000
8781,408,0.027162004000274464,2570.5285598188184,775.0,5000,1000
8782,409,0.027346327999111963,2541.4896075667284,777.0,5000,1000
8783,410,0.027531840998562984,2566.909976677347,779.0,5000,1000
8784,411,0.027718213001207914,2592.1148683473857,781.0,5000,1000
8785,412,0.02792215500085149,2620.0556054435174,783.0,5000,1000
8786,413,0.028121844999986934,2591.3422980254777,785.0,5000,1000
8787,414,0.02831465100098285,2561.1009697155732,787.0,5000,1000
8788,415,0.028505033998953877,2599.754920289237,789.0,5000,1000
8789,416,0.028694358999928227,2599.754920289237,790.0,5000,1000
8790,417,0.028884064999147085,2599.754920289237,791.0,5000,1000
8791,418,0.029074400998069905,2635.41810394252,793.0,5000,1000
8792,419,0.02926418599963654,2601.1331698737936,795.0,5000,1000
8793,420,0.029456631000357447,2601.1331698737936,796.0,5000,1000
8794,421,0.029649467000126606,2601.1331698737936,797.0,5000,1000
8795,422,0.029842597999959253,2601.1331698737936,798.0,5000,1000
8796,423,0.030035795000003418,2626.14371539637,800.0,5000,1000
8797,424,0.03024543699939386,2626.14371539637,801.0,5000,1000
8798,425,0.03044139900157461,2626.14371539637,802.0,5000,1000
8799,426,0.030652728000859497,2626.14371539637,803.0,5000,1000
